code,印度尼西亚 Indonesian
DMG_CP_LangKey_622,Angka Sama
DMG_CP_LangKey_623,1 angka
DMG_CP_LangKey_624,General Bet 3 angka sama
DMG_CP_LangKey_625,General Bet 3 angka berurutan
DMG_CP_LangKey_626,Total tiga dadu
DMG_CP_LangKey_657,eBET Quick 3
DMG_CP_LangKey_658,2 angka sama
DMG_CP_LangKey_669,Poin
DMG_CP_LangKey_660,4 angka sama
Currency_MXN,MXN
DMGCP_0,Hall Conventional
DMGCP_1,Cashback Lobby
DMGCP_2,Capital Guarantee Lobby
DMGCP_3,High-Payment Lobby
DMGCP_4,Conventional Lobby
DMGCP_5,Free Commission Lobby
DMGCP_6,Lobby Raja
Money_Wheel_AutoBetSetting_4,Akan auto bet mulai ronde berikutnya
Rocket_Girls_GameRule_01,Ganti meja
Rocket_Girls_GameRule_02,"Dealer dapat mengganti meja baccarat yang berbeda. Pada saat bersamaan ketika mengganti meja, semua pemain akan mengikuti dealer untuk beralih ke meja baccarat baru untuk memasang bet."
Rocket_Girls_GameRule_03,"Pemain memilih hadiah, dapat memberikan hadiah kepada Dealer. Dengan tahap sbb:"
Rocket_Girls_GameRule_04,1. Klik tombol hadiah
Rocket_Girls_GameRule_05,2. Pilih jenis hadiah
Rocket_Girls_GameRule_06,"3. Klik tombol hadiah lagi, jumlah uang akan berkurang"
Rocket_Girls_GameRule_07,4. Kirim pesan hadiah dan animasi hadiah
Rocket_Girls_GameRule_08,Chat
Rocket_Girls_GameRule_09,Pemain melakukan voice chat publik dengan dealer. Dengan tahap sbb:
Rocket_Girls_GameRule_10,1. Klik tombol Chat
Rocket_Girls_GameRule_11,2. Tunggu balasan dari dealer
Rocket_Girls_GameRule_12,3. Terima permintaan chat dari dealer
Rocket_Girls_GameRule_13,4. Pemain membatalkan chat
DMGCP_Bet_Cancel,Tarik balik
DMGCP_Bet_Cancel_1,Discard – Return bets
Rocket_Girls_gift_1,Love
Rocket_Girls_gift_2,Bear Doll
Rocket_Girls_gift_3,Handphone
Rocket_Girls_gift_4,Diamond Ring
Rocket_Girls_gift_5,Crystal Shoe
Rocket_Girls_gift_6,Gold
Rocket_Girls_gift_7,Diamond
Rocket_Girls_gift_8,Dream carriage
Rocket_Girls_gift_9,Sports Car
Rocket_Girls_gift_10,Royal Castle
Rocket_Girls_tips_anchor,Berikan hadiah ke dealer %s
Rocket_Girls_call_anchor,Berikan kepada dealer
Rocket_Girls_call_player,Dealer mengundang Anda untuk mengobrol
Rocket_Girls_talk_with,Sedang menelepon dengan %s
g_send,Kirim
Rocket_Girls_oncall,Sedang menelepon
Rocket_Girls_schedule,Dealer hari ini
Rocket_Girls_chat_stop,Chat terputus
Rocket_Girls_mic_example,"Dengan browser Chrome sebagai contoh, buka Pengaturan-Pengaturan Lanjut-Privasi dan Keamanan-Kontrol Website-Mikrofon, periksa apakah sudah dihidupkan atau tidak"
Rocket_Girls_change_table,Ikuti dealer ke %s
PT_Baccarat,"
Welcome to eBet-Playtech collaborated live dealer game

eBET’s collaboration with Playtech (LON: PTEC) during the COVID-19 outbreak allows gamers to enjoy Playtech’s European dealer games through eBET’s platform, and eBet’s Asian dealer games through Playtech’s platform. Stay home, stay safe, stay entertained!"
Rocket_Girls_nomally_logout,"Maaf, Host telah offline, Anda tidak dapat memasang bet saat ini. Sistem akan secara otomatis mengeluarkan Anda dari ruangan. Terima kasih atas pengertian Anda."
Rocket_Girls_history_tipsanchor,Tip
Tips_AskOverTime_PleaseCheckNet,"Request timed out, please check the network"
Currency_PEN,PEN
Currency_COP,COP
Rocket_Girls_tipsanchor_txt,Beri tips kepada Host
Rocket_Girls_GameRule_14,Tip
g_read_swinfo_failed,Connection to server failed
game_videoNetNotice,"Memutar video langsung akan menggunakan lalu lintas, apakah diputar?"
game_Videoswitch,Sakelar suara
baccarat_player_pair_H5,P Pair
baccarat_player_side_H5,Pemain
g_tie_H5,Seri
baccarat_banker_side_H5,Banker
baccarat_super6_H5,"Banker 6 poin, bayar 0,5"
baccarat_banker_pair_H5,B Pair
baccarat_banker_lucky6_H5,Lucky6
baccarat_bankerDragonBonus_H5,"Banker Dragon
Bonus"
baccarat_customerBet_lucky_maxBetRate_H5,MAX
baccarat_playerDragonBonus_H5,"Pemain Dragon
Bonus"
baccarat_big_H5,Besar
baccarat_small_H5,Kecil
baccarat_bankerOdd_H5,"Banker
Ganjil"
baccarat_bankerEven_H5,"Banker
Genap"
baccarat_playerOdd_H5,"Pemain
Ganjil"
baccarat_playerEven_H5,"Pemain
Genap"
dt_dragon_H5,Naga
dt_tiger_H5,Harimau
game_tie_H5,Seri
DT_customerBet_Dragon_odd_H5,"Dragon
Ganjil"
DT_customerBet_Dragon_even_H5,"Dragon
Genap"
DT_customerBet_Tiger_odd_H5,"Tiger
Ganjil"
DT_customerBet_Tiger_even_H5,"Tiger
Genap"
DT_customerBet_Dragon_black_H5,"Dragon
Black"
DT_customerBet_Dragon_red_H5,"Dragon
Red"
DT_customerBet_Tiger_black_H5,"Tiger
Black"
DT_customerBet_Tiger_red_H5,"Tiger
Red"
Baccarat_gamematch,"Pertandingan sedang berlangsung, marilah bermain bersama!"
customerBet_message,Minimal memilih %s area bet
Vertical_mode,Portrait
Horizontal_mode,Landscape
g_triple_simple,T
game_Dominanthand,Tangan dominan
game_Dominanthand_Left,Tangan kiri
game_Dominanthand_Right,Tangan kanan
message_01,Anda dapat mengatur tangan dominan Anda dalam pengaturan
game_Experience,Nikmati game kemudian upgrade
game_operating,Membuatmu lebih lancar dalam pengoperasian
game_ScreenSetting,Pengaturan Layar
BANKER_Win,"BANKER
Menang"
PLAYER_Win,"PEMAIN
Menang"
Dragon_Win,"Naga
Menang"
Tiger_Win,"Harimau
Menang"
g_youAreHere,Kamu di sini
message_02,"Bos, Selamat datang~"
message_03,Semoga bet Anda beruntung
message_04,"Bos, mari bermain bersama!"
message_05,"Semoga beruntung, Bos"
roulette_Sidenumbers_H5,Nomor sisi
game_nameNotSame,Nama panggilan tidak boleh sama dengan yang asli
game_Videoswitch_ON,Nyalakan suara
game_Videoswitch_OFF,Matikan suara
forh5_totalbet_banker,B
forh5_totalbet_player,P
forh5_totalbet_dragon,D
forh5_totalbet_tiger,T
forh5_totalbet_Tie,TIE
game_repayout,Pembayaran ulang
game_modifynickname,Mengganti nama julukan
fortunewheel_bettingtimelimit,Waktu bet Richness Wheel game
fortunewheel_bettingtimelimit_1,"Ruangan Richness Wheel Game memberikan 18 detik waktu bet. Setelah 18 detik, pemain tidak dapat memasang taruhan lagi."
game_customchips,Silakan masukkan jumlah nilai chip
lobby_errormessage,"Mohon maaf, tidak ada ruangan yang cocok saat ini"
Currency_BCH,BCH
Currency_MBCH,MBCH
Currency_MLTC,MLTC
errormessage_misstoken,Reconnect gagal! Klik untuk konfirmasi percobaan ulang (verifikasi gagal)
errormessage_connectfail,"Koneksi server gagal, jaringan internet tidak stabil"
errormessage_reLoginfail,"Upaya koneksi gagal, jaringan internet tidak normal"
errormessage_loginerror,"Permintaan verifikasi gagal, silakan coba ulang"
Watcher_verifying,Watcher verifying
Watcher_entered,Watcher entered the room.
Watcher_left,Watcher left the room.
Verification_success,Verification success.
Verification_failed,Verification failed. Please start the verification process again!
g_channel_chat_8,"Transaksi yang menakjubkan, jangan berhenti!"
g_channel_chat_9,Kaulah keberuntunganku!
Currency_KZT,KZT
g_channel_chat_10,"Hei, tolong melambailah!"
forh5_roomlist_Tie,T
Currency_TND,TND
Currency_SGD,SGD
Currency_CAD,CAD
betlimit_min,Minimal
system_initialization,Inisialisasi sistem
Treasurechest_reciprocal,Hitung mundur %s detik
Award_winnerslist,Daftar perolehan bonus besar
recent_winnerslist,Daftar perolehan bonus terkini
treasurechest_winning,Jumlah bonus
treasurechest_Time,Jam
treasurechest_Minute,Menit
treasurechest_second,Detik
treasurechest_activitycountdown,Hitung mundur event
treasurechest_activitynotstarted,Event belum dimulai
treasurechest_winnerlist,Daftar pemenang
treasurechest_Open,Buka
BANKER_win_horizontal,BANKER Menang
PLAYER_win_horizontal,PEMAIN Menang
Dragon_win_horizontal,Naga Menang
Tiger_win_horizontal,Harimau Menang
treasurechest_winnerslist_time,Waktu
g_Roundstatus,Status ronde
g_Openround,Membuka ronde
g_Managerlogin,Manajer Login
g_Shuffle,Shuffle
g_Scan,Scan
g_Sync,Sinkronisasi
g_out_of_credit_user_betLimit,X
result_same,"Nilai sama dengan ronde sebelumnya, silakan periksa hasil"
result_notmatch,"Nilai yang dimasukkan tidak sama, silakan periksa hasil"
treasurechest_message,"Bos, cepat pasang taruhan, jumlah terbatas, siapa cepat dia dapat"
g_grab_the_treasure_fail,"Gagal membuka, telah direbut oleh pemain lain, coba lagi lain kali"
scrambling_fail,Perebutan gagal
openBox_fail,Pembukaan gagal
daily_opened_out_limit,"Jumlah event Anda hari ini telah habis, datanglah lagi besok, bos"
total_payout_1,Total pembayaran (termasuk pemotongan)
game_error,"Tidak dapat koneksi ke server, game telah ditutup"
game_error1,"Terjadi kelainan dalam jaringan internet, game telah ditutup"
game_error2,Game telah ditutup
Treasure_chest,Treasure Chest
BlackJack,BlackJack Elektronik
Currency_NOK,NOK
Currency_NZD,NZD
Currency_CHF,CHF
Currency_DKK,DKK
Currency_SEK,SEK
Currency_ZAR,ZAR
reward_key,"Selamat Anda sudah mendapatkan kunci, bisa langsung ke halaman event untuk menarik hadiah"
treasurechest_gamelist,Buka Treasure Chest
insurance_amount,Insurance amount
hand1,Kartu Tangan 1
hand2,Kartu Tangan 2
g_scrambling_sys_fail,Perebutan gagal
g_scrambling_no_active_event,Perebutan gagal
g_scrambling_channel_deny,Perebutan gagal
g_scrambling_user_black,Perebutan gagal
g_scrambling_box_not_ready,Perebutan gagal
g_scrambling_not_found_score,Perebutan gagal
g_scrambling_over_daily_user_limit,"Jumlah event Anda hari ini telah habis, datanglah lagi besok, bos"
g_scrambling_token_sys_fail,Perebutan gagal
g_scrambling_token_is_used,Perebutan gagal
g_scrambling_token_verify_fail,Perebutan gagal
g_scrambling_token_event_end,Perebutan gagal
g_scrambling_token_box_not_ready,Perebutan gagal
g_scrambling_token_subevent_end,Perebutan gagal
g_scrambling_token_not_key_info,Perebutan gagal
g_openBox_sys_fail,Pembukaan gagal
g_openBox_no_active_event,Pembukaan gagal
g_openBox_channel_deny,Pembukaan gagal
g_openBox_user_black,Pembukaan gagal
g_openBox_box_not_ready,Pembukaan gagal
g_openBox_not_channel_info,Pembukaan gagal
g_openBox_no_supprot,Pembukaan gagal
g_openBox_not_found_score,Pembukaan gagal
g_openBox_over_daily_user_limit,Pembukaan gagal
g_openBox_token_sys_fail,Pembukaan gagal
g_openBox_box_no_more_or_fail,Pembukaan gagal
g_openBox_box_no_more,Pembukaan gagal
g_openBox_box_type_fail,Pembukaan gagal
g_openBox_day_box_type_no_more,Pembukaan gagal
g_openBox_box_inc_fail,Pembukaan gagal
g_openBox_reward_insert_fail,Pembukaan gagal
PLAYER_BJ,PLAYER
Surrender_BJ,Surrender
tie_BJ,tie
game_credi_value,Jumlah taruhan
Server_reconnecting,Server sedang mencoba koneksi ulang
BJ_Description_1,Game objectives
BJ_Description_2,Get a bigger hand than the dealer without going over 21 points.
BJ_Description_4,How the game works
BJ_Description_5,"Each player is dealt 1 card face up in order from seat 1 to seat 7. The dealer receives their card last, which is face up as well."
BJ_Description_6,"The second card is dealt to each player face up in the same order. The dealing phase is complete once all players receive their second cards. (Before the dealer receives their second card, they must wait until all players have finished their turns.)"
BJ_Description_7,"After all initial cards have been dealt, each player is given the opportunity to increase the points of their hands."
BJ_Description_8,"The order is the same as the initial card dealing. On a player's turn, they may choose to stand (receive no more cards) or hit (ask for 1 or more cards)."
BJ_Description_9,"If the player chooses to stand, their turn ends and the final number of points is calculated based on the cards in the player's hand."
BJ_Description_10,"If the hand exceeds 21 points, the hand is called a bust, and the player loses the bet immediately. Otherwise, the player's bet is settled when the dealer's hand is completed."
BJ_Description_11,"If the dealer's first card is an Ace of any suit, only the insurance bet option will be available to the player after the second card is dealt. The game will continue regardless of whether the player buys insurance, which will be settled during the dealer’s drawing phase."
BJ_Description_12,"If the initial two cards add up to 21 points, it is called a blackjack. You cannot hit when you have 21 points. The dealer draws their second card after all players have completed their actions."
BJ_Description_13,"If the dealer's hand is a blackjack, an insurance bonus is awarded to the player who purchased insurance; if a player’s hand is a blackjack as well, it is deemed a tie. Players who do not have a hand with a blackjack lose the round."
BJ_Description_14,"If the dealer does not have a blackjack, players who bought insurance lose their insurance bet. Afterward, the dealer stands or hits based on the drawing strategy."
BJ_Description_15,"If the dealer's hand exceeds 21, the hand is called a bust, and all players who have not busted win."
BJ_Description_16,"If the dealer's stands without a bust, each player's hand is compared to the dealer's. If a player's hand is closer to a 21 than the dealer's, the player wins. If the dealer is closer, the player loses. If the player and dealer have the same number of points, it is a tie (and a draw)."
BJ_Description_17,"After all bets have been settled, the dealer announces the start of the next round of betting."
BJ_Description_18,Cards
BJ_Description_19,"The game is played with a total of 7 player seats as well as 1 dealer seat, using a total of 8 decks of cards."
BJ_Description_20,"J, Q, and K count as 10 points. Aces count as 1 or 11 points, and other cards are counted according to the number on the card."
BJ_Description_21,"After a player stands, hands containing 1 or more Aces are counted at their maximum value, provided they do not exceed 21 points."
BJ_Description_22,"If a blue card appears in the round, the deck will be reshuffled for the next round."
BJ_Description_23,Drawing strategy
BJ_Description_24,Players automatically draw cards
BJ_Description_25,"When the player's turn runs out of time, the system will automatically draw for the player's hand according to the drawing strategy."
BJ_Description_26,"If a player's hand has 11 points or less, the system will automatically choose hit for the player."
BJ_Description_27,"If the number of points in the player's hand is higher than 11, the system will consider the hand to be suspended automatically."
BJ_Description_28,The rules for dealers drawing differ from those of the player
BJ_Description_29,Dealers hit when their hand is 16 or less.
BJ_Description_30,They stand when the count is 17 or higher.
BJ_Description_31,"A soft hand is one in which the Aces can be counted as either 1 or 11, and the hand never exceeds 21. A hard hand is one in which all the Aces can be counted as only 1 to avoid a hand exceeding 21."
BJ_Description_32,Payout
BJ_Description_33,"When the initial two cards have a total of 21 points, it is called a blackjack (which is not counted after the Aces have been split) and is paid out at 3 to 2 (stake) as long as the dealer does not have a blackjack."
BJ_Description_34,"If both the player and dealer have blackjacks, it is a tie."
BJ_Description_35,Blackjack wins over a hand of 21 points consisting of 3 or more cards.
BJ_Description_36,All other winning bets pay out at 1 to 1.
BJ_Description_37,Dealer and player hands with the same points are deemed ties with no winners or losers.
BJ_Description_38,"A hand with more than 21 points is a bust, and if both the player and dealer bust, it is a tie."
BJ_Description_39,Exit rules
BJ_Description_40,"Players are not allowed to leave the table if they have already placed a bet; they must wait until the break at the end of the round before they can click the ""Back to lobby"" button to leave the table."
BJ_Description_41,Surrender
BJ_Description_42,"After each hand is dealt, players can choose to ""surrender""; if a player chooses to surrender, their round ends and they lose half of their bet."
BJ_Description_43,INSURANCE BET
BJ_Description_44,"If the dealer's initial first card is an Ace, only the insurance bet option is available to the player after the second card is dealt."
BJ_Description_45,"If a player chooses to buy insurance, they pay half the amount of their bet as insurance. and the dealer then checks to see if the player has any insurance. The dealer receives their second card after all players complete their actions."
BJ_Description_46,"If the second card is a J, Q, K, or 10, the player wins 2x the insurance bet."
BJ_Description_47,"If the second card is not a J, Q, K, or 10, the player loses the insurance bet."
BJ_Description_48,"If the player chooses not to buy insurance, the game continues."
BJ_Description_49,"Even if the player gets a blackjack, they can still buy insurance."
BJ_Description_50,SPLIT
BJ_Description_51,"When dealt with a pair of cards of the same value, it can be split into two hands, each with the same stake as the original wager."
BJ_Description_52,"If a hand is split, each hand that is split automatically receives a second card."
BJ_Description_53,Players may then stand or hit for 1 or more cards to improve each hand.
BJ_Description_54,"After the player chooses to stand for their first hand, they may choose to stand or hit for the second hand."
BJ_Description_55,Exception for splitting Aces:
BJ_Description_56,"If splitting Aces, each hand will only receive 1 card. There is no option to hit or double down."
BJ_Description_57,"In addition, if a hand with two cards equals 21 points after splitting Aces, this does not count as a blackjack and cannot beat the dealer's blackjack."
BJ_Description_58,Split hands cannot be split again.
BJ_Description_59,HIT
BJ_Description_60,"After the player chooses ""hit,"" the system will deal a card to the player's hand."
BJ_Description_61,All cards are shown face up in the player's hand.
BJ_Description_62,STAND
BJ_Description_63,"After the player selects ""stand,"" the game is over and the player only needs to wait for the dealer to reveal their cards."
BJ_Description_64,DOUBLE DOWN
BJ_Description_65,"After the first two cards are dealt, the player may choose to double down."
BJ_Description_66,his means that the player will double their original bet amount and must draw 1 card and 1 card only.
g_join_game_1,Ikut Pertandingan
g_tie_forpc35roomlistitem,Tie
g_player_simple_forpc35roomlistitem,P
g_banker_simple_forpc35roomlistitem,B
g_dragon_simple_forpc35roomlistitem,D
g_tiger_simple_forpc35roomlistitem,T
g_tie_dt_forpc35roomlistitem,Tie
g_openBox_reward_incMoney_fail,Pembukaan Treasure Chest gagal
setting_Doesnotsupport,"Versi non-seluler, tidak mendukung fitur ini"
treasurechest_message1,Sesi ini berakhir
goodRoad_1,Jalan 1
goodRoad_2,Jalan 2
goodRoad_3,Jalan 3
goodRoad_4,Jalan 4
goodRoad_5,Jalan 5
goodRoad_6,Jalan 6
goodRoad_7,Jalan 7
goodRoad_8,Jalan 8
goodRoad_9,Jalan 9
goodRoad_10,Jalan 10
blackjack_live,Real BlackJack
LuckyBag,Lucky Bag
MoneyTree,Pohon Uang
Zongzi,Bakcang
GoldenFruit,Buah Emas
GoldenElephant,Gajah Emas
luckybag_Open,Buka
sa_gamename,SABONG
sa_bet_meron,MERON
sa_bet_wala,WALA
sa_bet_draw,DRAW
sa_status_open,OPEN
sa_status_lastcall,LAST CALL
sa_status_closed,CLOSED
sa_status_cancel,CANCEL
sa_rule_1,Betting window is 3-5 mins
sa_rule_2,"There are 3 game status:OPEN, LAST CALL and CLOSED. Once betting is CLOSED, bets will not be accepted"
sa_rule_3,Payout odds:% based on total bet per side
sa_rule_4,Example: 100 bet at 180% wins 180
sa_rule_5,"If fight is a draw, bets are retuned"
sa_rule_6,"DRAW WINS x8, max.DRAW bet per player:%s/fight"
sa_rule_7,Fight with odds below 107% will be CANCEL
sa_meron_abridge,M
sa_wala_abridge,W
sa_draw_abridge,D
bjl_queue_1,Antrian masuk
bjl_queue_2,Antri game
bjl_queue_3,Jumlah antrian saat ini
bjl_queue_4,Anda belum masuk antrian
bjl_queue_5,Ikut antri
bjl_queue_6,"Didepan Anda masih ada %s orang, harap sabar menunggu"
bjl_queue_7,Batalkan antrian
bjl_queue_8,Harap segera memasuki game
bjl_queue_9,Jika dalam detik tidak melakukan operasi apapun maka akan dianggap batal
bjl_queue_10,Segera masuk
bjl_queue_11,Batal masuk
bjl_queue_12,Sebentar lagi masuk
sa_cancel_payout,Refund bet
deposit,Top-up
withdraw,Penarikan
game_playback_message,"Video sedang dalam pengubahan file, harap coba ulang sebentar lagi"
video_setting,Pengaturan video
video_address,Jalur
video_quality,Video
BJui_zhuoID,Table ID:
BJui_xiane,Limit:
BJui_fangjID,Room :
BJui_paijID,Game :
BJui_heg,Dealer:
BJui_zongxz,Your Total Bet:
BJui_hegp,Dealer's Hand
BJtishi_xiuxi,Resting
BJtishi_touzhu,Placing bet
BJtishi_weihu,Under maintenance
BJtishi_kaipai,Revealing cards
BJtishi_xipai,Shuffling
BJtishi_xiazhu,Placing bet
BJtishi_fapai,Dealing cards
BJtishi_toux,Surrendering
BJtishi_maibx,Buy insurance
BJtishi_fay,Seat * taking turn
BJtishi_zhuangbp,Dealer drawing
BJtishi_paicai,Payout
BJtishi_qingrz,Please take a seat
BJtishi_qingxz,Place your bet now
BJtishi_qingtx,Choose whether to surrender
BJtishi_qingbx,Do you want to spend * on insurance?
BJtishi_qingcz,Please select an action
BJtishi_qingdd,Please wait for the next round
BJui_dizhu,Ante
BJui_duizi,Perfect Pair
BJui_21jia3,21+3
BJui_pangz,Side Bets
BJui_chex,UNDO
BJui_xuya,REPEAT
BJui_queren,Confirm Bet
BJui_yaop,HIT
BJui_tingp,STAND
BJui_fenp,SPLIT
BJui_shuangb,DOUBLE
BJui_shi,YES
BJui_fou,NO
BJui_shez_cm,Chip Settings
BJui_shez_pangz,Blackjack Side Bet Settings
BJui_shez_quer,(Please confirm your side bet settings.)
BJui_shez_jiab,Player Doubles:
BJui_shez_dij,Double my ante
BJui_shez_dib,Do not double my ante
BJui_shez_fenp,Player Splits:
BJui_shez_ewai,Place additional bets on the 2 hands
BJui_shez_zuo,Only place a bet on the left hand
BJui_shez_qued,Confirm
BJbangz_wanf_peil1,Play odds
BJbangz_wanf_shoup,Hand
BJbangz_wanf_shil,Hand Example
BJbangz_wanf_peil2,Odds
BJbangz_wanf_BJ,Blackjack
BJbangz_wanf_yingp,Winning Hand
BJbangz_wanf_tiaoj,Player>Dealer and≤ 21
BJbangz_wanf_baox,Insurance
BJbangz_wanf_zBJ,Dealer Blackjack
BJbangz_wanf_duiz1,Perfect Pair: Player's initial two cards make a pair
BJbangz_wanf_duiz2,Perfect Pair
BJbangz_wanf_duiz3,Same-colored Pair
BJbangz_wanf_duiz4,Mixed Pairs
BJbangz_wanf_zuh1,21+3: Player's first 2 cards+Dealer's first card
BJbangz_wanf_zuh2,Flush Three of a Kind
BJbangz_wanf_zuh3,Straight Flush
BJbangz_wanf_zuh4,Three of a Kind
BJbangz_wanf_zuh5,Straight
BJbangz_wanf_zuh6,Flush
fangjian_xiane,Batas
fangjian_mingc,Nama
fangjian_xiao,Min Bet
fangjian_da,Max Bet
BJtishi_xinchengg,Reconnection to game successful
BJtishi_xinshib,Reconnection to game failed
BJtishi_wuqian,Insufficient coins. Unable to participate.
BJtishi_buz,Insufficient funds
BJtishi_paipf,Queuing too frequently. Please try again later.
BJtishi_youkpd,Guest accounts cannot queue. Please log in to your game account.
BJtishi_feiqi,The game has been canceled
BJtishi_chongxin,Please select a new table to play
BJtishi_cishum,Maximum number of spectators reached
BJtishi_wangl,Network error. Please check your connection and try loggin in.
BJtishi_qit,The room is under maintenance. Please enter other rooms to play.
BJtishi_paijz,You are in a game and cannot leave until it ends.
BJtishi_chengg,Bet Successful
BJtishi_shib,Bet Failed
BJtishi_yidengl,Your account is logged in on another device.
BJtishi_chaoshi,Betting period exceeded. You have been removed from the table.
BJtishi_chaofw,Bet limit exceeded.
BJtishi_3ju,You have not placed a bet for * rounds. Please place a bet within * rounds or you will be removed from the table.
BJtishi_youk,You are logged in as a guest and cannot use this feature.
BJtishi_guanz,You have spectated * games. Note that you will be removed from the room if you spectate * consecutive games.
BJtishi_qinglk,You have failed to place a bet for * consecutive games and have been removed from the table.
BJbangz_shuom,Game Explanation
BJbangz_shengc,How to Win
BJbangz_shengc_ms,"To win the game, the player must have a hand that is larger than the dealer's but does not exceed 21 points. The player does not need to consider the hands of other players and only compares their points with the dealer's."
BJbangz_liuc,Round Procedure
BJbangz_liuc1,1. Players must confirm their bets within the specified betting period.
BJbangz_liuc2,"2. Once the betting period ends, the first card is dealt clockwise from the first player on the left of the dealer. The first card is dealt face up to each player."
BJbangz_liuc3,"3. Lastly, the dealer gives 1 card face up to themselves."
BJbangz_liuc4,"4. Next, the second card is dealt to each player also face up."
BJbangz_liuc5,5. The dealer then asks each player to take actions until they stand before moving on to the next player.
BJbangz_liuc6,"6. When all players have completed their actions, the dealer draws their own second card. The dealer must stop at 17 or more points and draw until they are over 16."
BJbangz_liuc7,"7. If your points are closer to 21 than the dealer's, or if the dealer busts, the player is deemed the winner."
BJbangz_liuc8,"8. If your hand is equal in value to the dealer's, the result is a tie."
BJbangz_liuc9,9. The dealer recycles the used cards.
BJbangz_caoz,Player Actions
BJbangz_caoz1,"1. Surrender: After the dealer finishes dealing cards, players receive a chance to surrender. They may decide to surrender based on the value of their hand, in which case they will lose half of their bet."
BJbangz_caoz2,"2. Insurance: If the dealer's first card is an ace, players get a chance to buy insurance after the surrendering period. Players can use half of their initial bet amount to purchase insurance."
BJbangz_caoz2_a,"If the dealer gets a blackjack, the insured player wins the insurance bet."
BJbangz_caoz2_b,"If the dealer's hand is not a blackjack, the player loses the insurance money."
BJbangz_caoz2_c,Side-betting players do not get insurance along with the participating player.
BJbangz_caoz3,"3. Hit: Players decide whether to hit based on their hand. The dealer provides one face-up card at a time until the player chooses to stand, or when their hand reaches or exceeds 21 points."
BJbangz_caoz4,4. Double: Players may choose to double their bet but will have to draw one more and only one more card afterwards. Players cannot double their bets after splitting their cards.
BJbangz_caoz5,"5. Splitting: When a player's initial two cards are of the same value, they may split their cards into two separate hands. The bet amount for each hand is the same as the original wager."
BJbangz_caoz5_1,"After the player chooses to split, the dealer deals cards to the player's first hand on their right."
BJbangz_caoz5_2,The dealer asks the player if they want to hit or stand for the right hand.
BJbangz_caoz5_3,"After finishing the actions for the first hand on the right, the dealer moves on to the second hand on the left, asking the player if they want to hit or stand."
BJbangz_caoz5_4,Splitting is not allowed after doubling down.
BJbangz_caoz5_5,"If the player has a pair of aces, they can only hit once per hand afterwards."
BJbangz_caoz5_6,"Splitting cards can only be done once, and the dealer must deal a card afterwards."
BJbangz_caoz5_7,Only seated players can choose to split.
BJbangz_caoz5_8,"If the player gets a 10-point card after splitting aces, the hand is not considered as a blackjack and is settled as a normal 21."
BJbangz_caoz6,6. Stand: Choose not to receive any more cards and compare your current hand with the dealer's.
BJbangz_tishi,*Friendly Reminders:
BJbangz_tishi_ms,"If a player exceeds the time limit for their turn and has not busted, the dealer will deal the player a card until their hand is greater than 11 points."
BJbangz_wanfa,How to Play
BJbangz_wanfa_ms,"The game is played with 8 standard 52-card decks, totaling 416 cards."
BJbangz_paiz,Card Values:
BJbangz_paiz1,Number cards (2-10) are played at face value.
BJbangz_paiz2,"Face cards (J, Q, K) are worth 10."
BJbangz_paiz3,"The value of aces is either 1 or 11, whichever is more favorable."
BJbangz_guiz,Aturan permainan
BJbangz_guiz1,1. Use 8 decks of cards.
BJbangz_guiz2,2. The dealer must stand at 17 points or higher.
BJbangz_guiz3,3. You can double down for any 2 cards at the first time of dealing.
BJbangz_guiz4,4. You may split the initial 2 cards you receive if they have the same value.
BJbangz_guiz5,5. You can only split once.
BJbangz_guiz6,"6. If the initial 2 cards are aces, you may only hit once after splitting."
BJbangz_guiz7,7. You can't double down after splitting.
BJbangz_guiz8,"8. When the dealer gets an ace, players receive an option to buy insurance."
BJbangz_guiz9,9. Blackjack pays out at 3:2
BJbangz_guiz10,10. Insurance bets pay out at 2:1
BJbangz_guiz11,11. Surrendering takes half of bet
BJbangz_guiz12,"12. When the player's hand is equal in value to the dealer's, the result is a tie."
BJbangz_paizhi,Card Value
BJbangz_paizhi1,Blackjack
BJbangz_paizhi2,When the initial two cards make up 21 points (BJ).
BJbangz_paizhi3,21 Points
BJbangz_paizhi4,When a hand consisting of more than 2 cards has a value of 21 points or when the player gets a 21-point hand after splitting.
BJbangz_paizhi5,Any Points
BJbangz_paizhi6,"The player wins if they are closer to 21 than the dealer, or if the dealer busts."
BJbangz_paizhi7,Tie
BJbangz_paizhi8,"If both the dealer and the player receive a blackjack or have the same total value, the game is considered a draw and the initial and double-downed bets are returned."
BJbangz_paizhi9,Bust
BJbangz_paizhi10,"If the cards in a player's hand add up to more than 21 points, the player loses the initial and double-downed bets."
BJbangz_peil,Perbandingan pembayaran
BJbangz_peil_ms,Please tap the odds details button on the game screen for more information
BJbangz_zhuyi,Important Notes
BJbangz_zhuyi1,1. All players taking a seat must place an ante bet before they can bet on perfect pairs and 21+3.
BJbangz_zhuyi2,"2. The repeat bet feature allows you to place the ante, perfect pair, and 21+3 bets together."
BJbangz_zhuyi3,"3. If all players in the game blackjack, the dealer will only draw 1 card and end the round, regardless of whether the dealer reaches 17 points or not."
BJbangz_zhuyi4,"4. If all players in the game bust, the dealer immediately ends the game, regardless of whether the dealer reaches 17 points or not."
